name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Río Grande, Tierra del Fuego, Argentina",2023-03-18,14.2,4,8.5,14.2,-0.2,5.9,2.2,66.5,0,0,0,rain,0,0,59.4,50.5,272.9,1010.9,70.3,22.2,110.7,9.6,3,10,2023-03-18T07:28:00,2023-03-18T19:48:45,0.89,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-03-19,9.7,3.8,6.6,5.1,-1.5,1.7,-0.6,61.9,0,0,0,rain,0,0,73.1,55.4,268,1002.6,54.9,18.5,173.4,14.9,6,10,2023-03-19T07:29:52,2023-03-19T19:46:18,0.93,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-03-20,14.8,5.1,10.4,14.8,-0.1,8.3,2.8,60.6,0,0,0,rain,0,0,85.3,64.8,266.6,1003.9,51.4,16,150.7,13.1,6,10,2023-03-20T07:31:44,2023-03-20T19:43:51,0.96,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-03-21,14,8.5,10.4,14,4.1,8.3,3,60.3,0,0,0,rain,0,0,76,62.8,280.3,1005.4,78.7,21,66.6,5.8,3,10,2023-03-21T07:33:36,2023-03-21T19:41:24,0,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-03-22,15.5,4.5,9.3,15.5,-0.5,6.7,1.6,60.1,0,0,0,rain,0,0,81.7,63,285.4,997.7,45.7,18,137,11.8,5,10,2023-03-22T07:35:28,2023-03-22T19:38:57,0.03,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-03-23,12.2,0,6.2,12.2,-6,2.9,-1.1,61.9,0,0,0,,0,0,57.6,36.6,268.4,1010.1,38.1,22.2,127.9,10.8,4,10,2023-03-23T07:37:19,2023-03-23T19:36:30,0.06,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-03-24,13.8,3.9,9.3,13.8,-1.5,7,3,65.7,0,0,0,,0,0,77.8,58.9,298.1,1000.2,58.9,20.2,118.8,10.1,4,10,2023-03-24T07:39:10,2023-03-24T19:34:03,0.09,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-03-25,14.6,2.2,8.4,14.6,-3.5,5.5,0.6,60.4,0,0,0,rain,0,0,78.5,66.6,292.8,1004,40,17.2,121.7,10.5,4,10,2023-03-25T07:41:01,2023-03-25T19:31:37,0.13,Partially cloudy,Becoming cloudy in the afternoon.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-03-26,11.5,2.4,7.4,11.5,-2.5,4,0.2,62.6,0,0,0,rain,0,0,66.6,49.1,286.7,1000,68.6,21.6,127.3,10.9,5,10,2023-03-26T07:42:52,2023-03-26T19:29:10,0.16,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-03-27,5.1,2,3.6,3.5,-4,-0.4,2.4,92,18,100,12.5,"rain,snow",0,0,50,34,191.7,983.1,98.4,10.7,19.2,1.6,1,10,2023-03-27T07:44:43,2023-03-27T19:26:44,0.19,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-03-28,6.9,-1.9,2,2.9,-7,-3,-2.2,75.4,0,0,0,snow,0,0,50.4,34,255.6,987.9,27.5,21.6,159.7,13.6,6,10,2023-03-28T07:46:33,2023-03-28T19:24:18,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-03-29,8,-2.7,1.6,5.5,-8,-2.3,-4,70.2,0,0,0,,0,0,45,26.7,239.1,999.7,20.6,22.8,150.7,12.9,5,10,2023-03-29T07:48:24,2023-03-29T19:21:52,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-03-30,9.2,-3.9,1.9,5.6,-7.7,-2.2,-3.3,70.5,0,0,0,,0,0,51.5,35.3,266.8,1010.2,26.4,20.3,148.5,12.7,5,10,2023-03-30T07:50:14,2023-03-30T19:19:26,0.29,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-03-31,13.8,0,6.7,13.8,-5.3,3.5,0.8,67.3,0,0,0,,0,0,54.7,34.8,302.3,1009.2,80.1,22.8,127,11.1,5,10,2023-03-31T07:52:04,2023-03-31T19:17:00,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-04-01,12.1,2.9,6,12.1,-0.6,3.3,1.2,74.1,0,0,0,rain,0,0,40.3,27.6,211.4,995.8,66.1,22.9,81.1,7,4,10,2023-04-01T07:53:54,2023-04-01T19:14:35,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-04-02,13.8,0.7,6.9,13.8,-4,4.1,2,73,0,0,0,,0,0,49.3,39.2,324.3,1006.7,40,22.2,138.6,12,5,10,2023-04-02T07:55:44,2023-04-02T19:12:11,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-04-03,12.5,8.1,9.9,12.5,4.2,8.1,6.6,80.3,0,0,0,rain,0,0,68,44,352.5,999.7,65.9,19.2,141.1,12.2,5,10,2023-04-03T07:57:34,2023-04-03T19:09:46,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-04-04,12.6,0.7,7.2,12.6,-2.9,4.9,3.1,76.2,0,0,0,,0,0,56.2,42.1,331.7,1003.2,49,21.1,129.5,11.1,5,10,2023-04-04T07:59:23,2023-04-04T19:07:22,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE,remote"
"Río Grande, Tierra del Fuego, Argentina",2023-04-05,14.6,5.1,10.3,14.6,0.7,9.2,4.3,69.5,0,0,0,rain,0,0,77.8,57.6,316.4,994.1,59.5,15.9,94.4,8.3,4,10,2023-04-05T08:01:13,2023-04-05T19:04:59,0.48,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-04-06,10.7,-1.4,5.1,10.7,-6.4,2,1.1,75.9,0,0,0,rain,0,0,52.6,42.6,318.4,1002.9,67.5,19.2,117.1,10.2,4,10,2023-04-06T08:03:02,2023-04-06T19:02:36,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-04-07,10.5,0,5,10.5,-5.7,0.1,0.2,72.5,0,0,0,rain,0,0,83.2,60.7,294.6,1000.1,51.7,23,116.2,10,5,10,2023-04-07T08:04:51,2023-04-07T19:00:13,0.55,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-04-08,12.7,2.1,6.3,12.7,-4.9,1.8,0.3,66.7,0,0,0,rain,0,0,87.8,66.6,304.7,996.7,38.2,21.4,78.5,6.9,4,10,2023-04-08T08:06:41,2023-04-08T18:57:51,0.59,Partially cloudy,Becoming cloudy in the afternoon.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-04-09,7.2,-0.8,2.6,2.4,-6.3,-3.2,-3.6,66,0,0,0,,0,0,65.5,47.8,263.5,1004.1,13,23.4,129.7,11,5,10,2023-04-09T08:08:30,2023-04-09T18:55:30,0.62,Clear,Clear conditions throughout the day.,clear-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-04-10,10.5,0.5,5.5,10.5,-5,0.7,-0.6,65.6,0,0,0,rain,0,0,71.6,49.2,280.2,1008.8,58.7,23,79.8,7,3,10,2023-04-10T08:10:19,2023-04-10T18:53:09,0.66,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-04-11,7,-2,3.3,4,-5.1,-0.7,-1.2,73,0,0,0,rain,0,0,53.6,35.3,213.3,1012.2,36.9,20.5,112.7,9.8,4,10,2023-04-11T08:12:08,2023-04-11T18:50:49,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-04-12,5.9,-4.2,0.9,4.9,-8.6,-2.3,-4.4,69.5,0,0,0,,0,0,33.5,16.6,231,1023.2,62.3,22.2,101.9,8.8,4,10,2023-04-12T08:13:57,2023-04-12T18:48:29,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-04-13,10.6,-2,2.5,10.6,-6.8,-1,-1.8,74.6,0,0,0,,0,0,28.1,23.6,276.7,1019.1,48,22.8,99.9,8.7,4,10,2023-04-13T08:15:46,2023-04-13T18:46:11,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-04-14,10.1,-3.1,2.8,10.1,-7.9,-1,-1.7,75.4,0,0,0,,0,0,49.3,39.9,264.1,1013.5,38.6,22.2,110.1,9.5,4,10,2023-04-14T08:17:35,2023-04-14T18:43:52,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-04-15,10.5,0,5.6,10.5,-3.6,2.4,1.3,74.7,0,0,0,,0,0,51.8,35.3,279.2,1012.7,94,21.9,92.5,7.9,4,10,2023-04-15T08:19:23,2023-04-15T18:41:35,0.84,Overcast,Cloudy skies throughout the day.,cloudy,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-04-16,9.1,0.6,5.8,5.4,-4.4,1.5,-0.9,63.7,0,0,0,rain,0,0,48.6,41.2,266.6,1008.2,58.6,22,107.7,9.3,4,10,2023-04-16T08:21:12,2023-04-16T18:39:19,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-04-17,3.1,0.4,2.2,-1,-4.5,-2.8,-0.2,85.4,5,100,4.17,"rain,snow",0,0,66.6,39.2,298.5,996.4,88.7,17,22.8,1.9,1,10,2023-04-17T08:23:01,2023-04-17T18:37:03,0.91,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-04-18,9.8,0,4.6,7.8,-5.1,1.6,1,79.7,0,0,0,rain,0,0,45.7,22.6,260.4,989.7,66.2,21.7,96.2,8.3,4,10,2023-04-18T08:24:49,2023-04-18T18:34:48,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-04-19,13.4,4,8.4,13.4,-1.2,5.6,4.2,76.4,0,0,0,rain,0,0,74.2,67.7,280.5,990.3,33.8,22.2,97.7,8.2,4,10,2023-04-19T08:26:37,2023-04-19T18:32:34,0.98,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-04-20,8.1,1.2,5.4,4.3,-3.1,0.9,2.2,80,0,0,0,rain,0,0,60.1,46.4,304.9,993.6,61.3,20.6,39.2,3.4,3,10,2023-04-20T08:28:26,2023-04-20T18:30:21,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-04-21,9.1,1.1,4.6,4.6,-4.6,-0.8,-0.8,69.1,0,0,0,,0,0,68.4,46.9,266.4,998.6,24.3,22.2,85.6,7.3,4,10,2023-04-21T08:30:14,2023-04-21T18:28:09,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-04-22,12.2,2,7.5,12.2,-3.4,4.3,0.9,64.4,0,0,0,rain,0,0,72,50,313.9,998,88.8,21.7,44.7,3.8,2,10,2023-04-22T08:32:02,2023-04-22T18:25:58,0.08,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-04-23,10.5,1.7,6.2,10.5,-3.1,2.5,-0.1,65.1,0,0,0,rain,0,0,65.5,45.4,287,1001.4,43,21.6,76.4,6.6,3,10,2023-04-23T08:33:49,2023-04-23T18:23:48,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-04-24,7.1,3,4.9,6.3,-1.5,2.7,2.7,85.6,0,0,0,rain,0,0,40.7,21.5,257.9,996.9,83.9,21.5,14.8,1.3,1,10,2023-04-24T08:35:37,2023-04-24T18:21:40,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-04-25,9.1,1,4.9,4.9,-3.7,0.5,0.6,75.1,0.5,100,4.17,rain,0,0,49.7,41.5,275.2,1003.4,41.7,23,78.9,6.8,3,10,2023-04-25T08:37:24,2023-04-25T18:19:32,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-04-26,10.1,3.4,5.9,10.1,-1.5,1.8,1,71.3,0,0,0,rain,0,0,59.8,41.2,300,1002.9,83.6,22.2,61.4,5.3,3,10,2023-04-26T08:39:12,2023-04-26T18:17:26,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-04-27,9,-0.1,6,4.2,-5.4,1.1,-0.4,65.1,0,0,0,rain,0,0,72.4,52.1,295,991.6,51.4,22.1,81.4,7,4,10,2023-04-27T08:40:59,2023-04-27T18:15:20,0.25,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-04-28,5.1,-1.5,1.7,0.5,-6.6,-2,0.2,90,0,0,0,"rain,snow",0,0,43.9,28.8,135.2,991.5,83.6,13.6,15.1,1.2,1,10,2023-04-28T08:42:45,2023-04-28T18:13:16,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-04-29,6.7,-1.8,3.5,2,-6.2,-1.4,0.2,80.1,2.8,100,8.33,"rain,snow",0,0,63,37.2,164,989.8,74.3,15.7,61.6,5.4,3,10,2023-04-29T08:44:32,2023-04-29T18:11:14,0.3,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-04-30,5.7,-3.9,0.9,0.6,-8.6,-3.6,-3.1,75.2,0,0,0,,0,0,63.7,35.3,302.3,1000.3,68.3,22.6,64.8,5.5,3,10,2023-04-30T08:46:18,2023-04-30T18:09:12,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-01,6.1,-0.3,3,0,-6.3,-3.2,-1.5,72.8,0,0,0,rain,0,0,77.4,57.3,273.4,995.8,20.4,22.8,73.5,6.4,3,10,2023-05-01T08:48:04,2023-05-01T18:07:13,0.37,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-02,10.5,1,6.3,10.5,-4.5,1.8,2.3,76.1,0,0,0,rain,0,0,87.5,57.6,296.6,995.1,67.5,22.8,40.7,3.5,2,10,2023-05-02T08:49:49,2023-05-02T18:05:14,0.4,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-03,13.5,4.6,8.3,13.5,0.7,5.4,4.9,80.6,0,0,0,rain,0,0,65.5,47.8,295.1,983.1,54.1,22.3,61,5.3,3,10,2023-05-03T08:51:34,2023-05-03T18:03:17,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-04,10.9,4.2,6.5,10.9,0.5,3.5,3.8,83,0.1,100,4.17,rain,0,0,48.2,36.6,286.8,1000.9,71.6,20.4,46.3,3.8,2,10,2023-05-04T08:53:19,2023-05-04T18:01:22,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-05,14.1,3,7.7,14.1,-1,4.5,3.7,76.7,0,0,0,rain,0,0,76.3,52.5,307.3,995.7,93.3,21.1,22.4,1.9,1,10,2023-05-05T08:55:03,2023-05-05T17:59:28,0.5,Overcast,Cloudy skies throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-06,9.2,2.9,5.7,4.6,-2.3,0.8,1.4,74.7,0,0,0,rain,0,0,62.3,48.7,287.1,998,27,21.6,67,5.7,3,10,2023-05-06T08:56:46,2023-05-06T17:57:36,0.53,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-07,12.8,4,7.2,12.8,-2,3.6,2.8,74.1,0,0,0,,0,0,58.7,42,303.9,1010.8,70.4,22.8,61.8,5.2,3,10,2023-05-07T08:58:29,2023-05-07T17:55:45,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-08,8.5,-1.4,3.9,6.2,-5.6,0.2,2.5,90.4,0,0,0,rain,0,0,58.3,34.5,319.1,1006.2,49.1,20.1,61.4,5.5,3,10,2023-05-08T09:00:12,2023-05-08T17:53:57,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-09,7.1,-3.3,2.5,3.7,-5.5,-1.8,-1.7,75,0,0,0,,0,0,59.4,38.9,257.1,1015.9,12.4,22.2,65.5,5.7,3,10,2023-05-09T09:01:54,2023-05-09T17:52:10,0.64,Clear,Clear conditions throughout the day.,clear-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-10,7.9,-7.3,0.5,4.4,-11.4,-2.8,-1.3,88.2,0,0,0,rain,0,0,57.2,36.1,355,1013.7,60.5,17.8,28.8,2.4,1,10,2023-05-10T09:03:35,2023-05-10T17:50:25,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-11,7.8,2.7,5.9,5.6,-1.8,2.3,4.4,89.7,0.8,100,4.17,rain,0,0,52.6,28.2,316.8,998.9,81.3,16.4,36.6,3.2,2,10,2023-05-11T09:05:15,2023-05-11T17:48:41,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-12,7,-1.3,3.7,2.7,-5.6,-1.1,0,77.6,0,0,0,rain,0,0,56.9,39.9,270.1,1000.7,44.3,20.6,56.8,4.9,3,10,2023-05-12T09:06:55,2023-05-12T17:47:00,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-13,7.1,-4,2,5.5,-8.9,-1.3,0.4,89.3,6,100,4.17,rain,0,0,45.7,26.3,319.7,1002.6,71.4,19.3,31.2,2.5,2,10,2023-05-13T09:08:33,2023-05-13T17:45:21,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-14,7.2,-0.5,3.4,5.2,-4.3,0.7,2.5,93.8,0,0,0,rain,0,0,41.4,21.2,265,1004,70.4,14.8,35.8,3.1,2,10,2023-05-14T09:10:11,2023-05-14T17:43:43,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-15,14.5,6,8.9,14.5,3,6.6,6.5,85.6,1,100,4.17,rain,0,0,55.4,30.6,338.6,993.3,66.5,15.1,46.9,4.1,2,10,2023-05-15T09:11:48,2023-05-15T17:42:08,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-16,6.1,2.6,4.5,3.5,-1.5,1,2.9,89.6,10,100,4.17,rain,0,0,43.2,29.3,297.2,988.8,87.2,14.9,35.1,2.9,2,10,2023-05-16T09:13:24,2023-05-16T17:40:35,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-17,6.6,0.5,3.7,1.6,-3.5,-0.9,0.3,79.4,0,0,0,rain,0,0,81.7,55,307.2,984.4,51.5,22.2,50.5,4.2,2,10,2023-05-17T09:14:59,2023-05-17T17:39:04,0.93,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-18,7,0.7,4.1,1.6,-5.4,-0.8,0.6,77.9,0,0,0,rain,0,0,61.9,46.9,300.4,986.6,55,22.2,49.6,4.2,3,10,2023-05-18T09:16:33,2023-05-18T17:37:36,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-19,5.6,-0.8,2.4,1.3,-6.5,-2.9,-1.1,78.1,0,0,0,,0,0,51.5,36.3,279.7,1000.7,30.2,22.8,51.1,4.3,3,10,2023-05-19T09:18:05,2023-05-19T17:36:09,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-20,7,2,4.6,4.5,-2.5,1.2,2.3,85,0,0,0,,0,0,46.4,31.7,344.9,994.7,66.7,16.4,31.6,2.8,1,10,2023-05-20T09:19:37,2023-05-20T17:34:45,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-21,4.9,-2.5,0.7,1.7,-6.6,-3.1,-1.3,87.6,0,0,0,,0,0,39.2,29.5,266.5,988.3,62.4,16.2,42.9,3.7,2,10,2023-05-21T09:21:06,2023-05-21T17:33:24,0.06,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-22,4.1,-4.8,0.1,3.5,-9.5,-3.5,-1.9,86.3,0,0,0,,0,0,37.1,19.9,302.5,1001.2,48.2,21.4,45.4,3.7,2,10,2023-05-22T09:22:35,2023-05-22T17:32:05,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-23,8,3.1,6.1,5.7,-1.3,2.2,4,86.8,0,0,0,rain,0,0,58,31.9,15.6,994,70.1,9.5,25.5,2,2,10,2023-05-23T09:24:02,2023-05-23T17:30:48,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-24,7.1,0.1,3.2,3.5,-4.5,-0.2,2.1,92.9,0.7,100,4.17,rain,0,0,55.8,33.7,339.3,982.8,84.7,13.1,20,1.7,2,10,2023-05-24T09:25:28,2023-05-24T17:29:34,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-25,3,-0.5,1.2,0.1,-5.6,-3.3,-1.2,84.2,0,0,0,,0,0,59.8,34.8,297.6,981.1,48.8,21.6,40.8,3.7,2,10,2023-05-25T09:26:52,2023-05-25T17:28:23,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-26,4,-2,0.6,-1.7,-7.8,-5.1,-2.4,80.5,0,0,0,,0,0,56.9,36.3,265.6,996,26.4,22.8,32.6,2.8,2,10,2023-05-26T09:28:14,2023-05-26T17:27:14,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-27,5.1,1,3.3,-0.4,-5.5,-2.9,-0.9,74.5,0,0,0,rain,0,0,66.6,49.6,270.6,1008.3,73.2,22.2,35.7,3.1,2,10,2023-05-27T09:29:34,2023-05-27T17:26:08,0.25,Partially cloudy,Partly cloudy throughout the day.,wind,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-28,8.9,2,5.3,5.1,-3.6,1,2.8,83.8,0,0,0,rain,0,0,51.1,35.3,272.9,1006.4,71.3,22.2,29.4,2.6,1,10,2023-05-28T09:30:53,2023-05-28T17:25:05,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-29,9.9,4.1,7,7.2,1.5,3.9,5.1,88.4,0,0,0,rain,0,0,46.8,33.5,296.4,1002.9,86.8,21.5,15.8,1.3,1,10,2023-05-29T09:32:10,2023-05-29T17:24:05,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-30,7,1.6,4.9,6.7,-0.2,3.2,4,94.6,2,100,4.17,rain,0,0,53.6,14.3,5.6,990.3,75.3,14.9,11.2,1,0,10,2023-05-30T09:33:25,2023-05-30T17:23:07,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-05-31,8.1,2,4.9,5.1,-1.5,1.1,2.7,85.9,0,0,0,,0,0,59.4,39.4,295.2,995,67.7,22.2,39.5,3.5,2,10,2023-05-31T09:34:38,2023-05-31T17:22:12,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
"Río Grande, Tierra del Fuego, Argentina",2023-06-01,7.9,0,4.1,4.2,-3.2,0.9,1.9,85.7,0,0,0,,0,0,59,35.6,356.5,1001.4,57.5,19.7,35.9,3.1,2,10,2023-06-01T09:35:48,2023-06-01T17:21:21,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87934099999,SAWE"
